model_name,brand,processor_name,ram,ssd,OperatingSystem,screen_size,no_of_cores
Lenovo ThinkPad T14  20W0S1HW00 Laptop,Lenovo,11th Gen Core i7,16,512,Windows,14,4
Lenovo Ideapad Gaming 3 82K201UMIN Laptop,Lenovo,Ryzen 7 5800H,16,512,Windows,15.6,8
Dell Vostro 5625 laptop,Dell,AMD Ryzen 7-5825U,16,512,Windows,16,8
Asus Vivobook Pro 15 M3500QC-L901WS Gaming Laptop,Asus,Ryzen 9 5900HX,16,1000,Windows,15.6,8
Lenovo IdeaPad 3 82RK0064IN Laptop,Lenovo,12th Gen Core i5,8,512,Windows,15.6,10
Lenovo IdeaPad Gaming 3 82K101A4IN Laptop,Lenovo,11th Gen Core i5,8,512,Windows,15.6,4
Fujitsu UH-X FPC01319LK Laptop,Fujitsu,11th Gen Core i5,16,512,Windows,13.3,4
Fujitsu UH-X FPC02568LK Laptop,Fujitsu,11th Gen Core i5,16,512,Windows,13.3,4
Fujitsu CH FPC02548LK Laptop,Fujitsu,11th Gen Core i5,16,512,Windows,13.3,4
Fujitsu UH-X FPC02569LK Laptop,Fujitsu,11th Gen Core i7,16,512,Windows,13.3,4
Dell Alienware M15 ICC-C780002WIN8 Laptop,Dell, AMD Ryzen 7-5800H,16,512,Windows,15.6,8
Lenovo IdeaPad Gaming 3 82K1019AIN Laptop,Lenovo,11th Gen Core i5,8,256,Windows,15.6,4
HP Spectre X360 16-f1003TU Laptop,HP,12th Gen Core i7,16,512,Windows,16,14
HP Pavilion 14-eh0021TU Laptop,HP,12th Gen Core i5,16,512,Windows,14,12
HP Victus 15-fa0073TX Laptop,HP,12th Gen Core i7,8,512,Windows,15.6,10
HP Pavilion 14-eh0025TU Laptop,HP,12th Gen Core i5,16,512,Windows,14,12
Lenovo Yoga 7 Flip 82QE009SIN Laptop,Lenovo,12th Gen Core i7,16,512,Windows,14,12
Lenovo IdeaPad Gaming 3 15ACH6 82K201UXIN Laptop,Lenovo,Ryzen 7 5800H,16,512,Windows,15.6,8
Acer Aspire 5 NX.K6SSI.002 Laptop,Acer,12th Gen Core i3,8,512,Windows,15.6,6
Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop,Asus,11th Gen Core i5,16,512,Windows,15.6,6
Acer Aspire 7 A715-5G UN.QGBSI.002 Gaming Laptop,Acer,12th Gen Core i5,16,512,Windows,15.6,12
Dell Vostro 3525 Laptop,Dell,AMD Ryzen7 5825U,8,512,Windows,15.6,8
LG Gram 16Z90Q-G.AJ54A2 Laptop,LG,12th Gen Core i5,8,512,Windows,16,12
Dell Vostro 3425 Laptop,Dell,AMD Ryzen 5 5625U,8,512,Windows,14,6
Asus TUF Gaming F15 FX506LHB-HN357W Gaming Laptop,Asus,10th Gen Core i5,8,1000,Windows,15.6,4
Asus ROG Flow X13 GV301RC-LJ022WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS ,16,1000,Windows,13.4,8
Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,32,1000,Windows,14,8
Asus ROG Flow X13 GV301RE-LJ199WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS ,32,1000,Windows,13.4,8
Asus ROG Flow X13 GV301RE-LI201WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS ,32,1000,Windows,13.4,8
Asus ROG Zephyrus G15 2022 GA503RM-LN143WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,Windows,15.6,8
Asus ROG Zephyrus G15 2022 GA503RM-HQ142WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,Windows,15.6,8
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming Laptop,Asus, AMD 9 6900HX,32,2000,Windows,16,8
Asus ROG Zephyrus G15 2022 GA503RS-HQ027WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,Windows,15.6,8
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LS228WS Gaming Laptop,Asus, AMD 9 6900HX,32,2000,Windows,16,8
Asus ROG Zephyrus G14 GA402RJ-L8182WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,Windows,14,8
Asus ROG Zephyrus G15 2022 GA503RM-HQ111WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,Windows,15.6,8
Asus ROG Flow X16 2022 GV601RE-M6012WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,Windows,16,8
Asus ROG Zephyrus Duo 16 GX650RMZ-LS019WS Gaming Laptop,Asus, AMD Ryzen 7 6800H,32,2000,Windows,16,8
Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,Windows,15.6,8
Asus ROG Flow X16 2022 GV601RM-M6054WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,Windows,16,8
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,Asus, AMD 9 6900HX,32,2000,Windows,16,8
Asus ROG Flow X13 GV301RA-LJ031WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS ,16,1000,Windows,13.4,8
Asus ROG Zephyrus G15 GA503RW-LN066WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,Windows,15.6,8
HP Pavilion x360 14-ek0092TU Laptop,HP,12th Gen Core i7,16,512,Windows,14,10
Dell Inspiron 7620 Laptop,Dell,12th Gen Core i5,8,512,Windows,16,10
HP Pavilion x360 14-ek0078TU Laptop,HP,12th Gen Core i5,16,512,Windows,14,10
Asus Zenbook Flip 14 OLED UP5401ZA-KN701WS Laptop,Asus,12th Gen Core i7,16,512,Windows,14,14
Asus Vivobook Flip 14 TP3402ZA-LZ511WS Laptop,Asus,12th Gen Core i5,16,512,Windows,14,12
HP 15s-fq2672TU Laptop,HP,11th Gen Core i3,8,512,Windows,15.6,2
Asus Vivobook Flip 14 TP3402ZA-LZ501WS Laptop,Asus,12th Gen Core i5,8,512,Windows,14,12
HP 15s-fq2674TU Laptop,HP,11th Gen Core i3,8,512,Windows,15.6,2
Asus TUF Gaming A17 FA706IC-HX036W Laptop,Asus,Ryzen 7 4800H,8,512,Windows,17.3,8
Lenovo Legion 5 Pro 82JD005LIN Gaming Laptop,Lenovo,11th Gen Core i7,32,1000,Windows,16,8
Asus VivoBook Ultra 14,Asus,2022) X413EA-EB322WS Laptop ,8,512,Windows,14,2
MSI GF75 Thin 10SC-611IN Laptop,MSI,10th Gen Core i5,8,256,Windows,15.6,6
Dell Inspiron 3511 D560803WIN9B Laptop,Dell,11th Gen Core i5,8,256,Windows,15.6,4
Asus VivoBook 14 X415JA-EB521WS Laptop,Asus,10th Gen Core i5,8,512,Windows,14,4
Lenovo IdeaPad Gaming 3 82K101EEIN Laptop,Lenovo,11th Gen Core i5,8,512,Windows,15.6,4
Lenovo ThinkBook 15 20VEA0YNIH Laptop,Lenovo,11th Gen Core i5,8,512,Windows,15.6,4
Dell Latitude 5420 Business Laptop,Dell,11th Gen Core i3,8,512,Windows,14,4
Lenovo Thinkbook 14 20VDA0KNIH Laptop,Lenovo,11th Gen Core i5,8,512,Windows,14,4
MSI Alpha 15 B5EEK-029IN Laptop,MSI,Ryzen 5 5600H ,16,512,Windows,15.6,6
HP Victus 15-fb0051AX Gaming Laptop,HP,Ryzen 5-5600H,8,512,Windows,15.6,6
HP Pavilion 14s- fy1003AU Laptop,HP,Ryzen 5 5500U,16,512,Windows,14,6
Asus VivoBook Ultra X415JA-EB531WS Laptop,Asus,10th Gen Core i5,16,512,Windows,14,4
Dell Vostro 3420 D552299WIN9BE Laptop,Dell,11th Gen Core i3,8,256,Windows,14,2
Dell XPS 15 9520 Laptop,Dell,12th Gen Core i7 ,16,512,Windows,15.6,14
HP Pavilion 14s-fy1005AU Laptop,HP,Ryzen 7 5700U,16,512,Windows,14,8
Asus TUF Gaming A17 FA706IC-HX055W Laptop,Asus,Ryzen 7 4800H,8,1000,Windows,17.3,8
Dell Vostro 5620 Laptop,Dell,12th Gen Core i5,16,512,Windows,16,12
Lenovo Yoga 6 82UD0088IN 2-in-1 Laptop,Lenovo,Ryzen 7 5700U,16,512,Windows,13.3,8
Dell Vostro 5620 Laptop,Dell,12th Gen Core i5,8,512,Windows,16,12
Asus EeeBook 14 E410KA-BV121WS Laptop,Asus,Pentium Silver N6000,4,256,Windows,14,4
Dell Vostro 3420 D552276WIN9BE Laptop,Dell,11th Gen Core i3,8,512,Windows,14,2
Dell XPS 13 9320 Laptop,Dell,12th Gen Core i5,16,512,Windows,13.4,12
HP Victus 16-E0301Ax Gaming Laptop,HP,Ryzen 5 5600H,8,512,Windows,16.1,6
HP 15s-fq2673TU Laptop,HP,11th Gen Core i3,8,512,Windows,15.6,2
LG Gram 17Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,Windows,17,12
LG Gram 17 17Z90Q-G.AJ55A2 Laptop,LG,12th Gen Core i5,8,512,Windows,17,12
Asus TUF Gaming F15 FX506HC-HN089WS Gaming Laptop,Asus,11th Gen Core i5,8,512,Windows,15.6,6
MSI Stealth 15M B12UE Gaming Laptop,MSI,12th Gen Core i7,16,1000,Windows,15.6,14
HP Pavilion x360 14-ek0086TU Laptop,HP,12th Gen Core i5,8,512,Windows,14,10
HP Envy x360 13-ay1062AU Laptop,HP,Ryzen 5 5600U,8,512,Windows,13.3,6
LG Gram 14 14Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,Windows,14,12
Asus ROG Strix G17 2022 G713RW-LL133WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,Windows,17.3,8
LG Gram 16Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,Windows,16,12
Asus TUF Gaming A15 FA506ICB-HN075W Laptop,Asus,Ryzen 7 4800H,16,512,Windows,15.6,8
LG Gram 17Z90Q-G.AH78A2 Laptop,LG,12th Gen Core i7,16,1000,Windows,17,12
Dell G15-5525 Gaming Laptop,Dell,Ryzen 7 6800H,16,512,Windows,15.6,8
Dell G15-5525 Gaming Laptop,Dell,Ryzen 5 6600H,8,512,Windows,15.6,6
Lenovo IdeaPad Slim 3 82RK0085IN Laptop,Lenovo,12th Gen Core i5,16,512,Windows,15.6,10
MSI Crosshair 15 B12UEZ-037IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,Windows,15.6,14
MSI Gaming Raider GE66 12UHS-218IN Gaming Laptop,MSI,12th Gen Core i7,32,2000,Windows,17.3,14
Dell  G15-5525 Laptop,Dell,Ryzen 7 6800H,16,512,Windows,15.6,8
Dell G15-5525 Gaming Laptop,Dell,Ryzen 5 6600H,16,512,Windows,15.6,6
Dell G15-5525 Gaming Laptop,Dell,Ryzen 7 6800H,16,512,Windows,15.6,8
Lenovo ThinkPad P14s 20VXS0G800 Laptop,Lenovo,11th Gen Core i7,16,512,Windows,14,4
MSI GP66 Leopard 11UG-693IN Gaming Laptop,MSI,11th Gen Core i7,16,1000,Windows,15.6,8
HP Spectre x360 13-ef0053TU Laptop,HP,12th Gen Core i7,16,512,Windows,13.5,10
MSI Sword 15 A12UD-471IN  Gaming Laptop,MSI,12th Gen Core i5,16,512,Windows,15.6,12
MSI Katana GF66 12UD-472IN Gaming Laptop,MSI,12th Gen Core i5,16,512,Windows,15.6,12
Lenovo Thinkpad P15v 21AAS0R500 Laptop,Lenovo,11th Gen Core i9,32,1000,Windows,15.6,8
Asus ROG Strix G17 2022 G713RW-LL111WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,Windows,17.3,8
Microsoft Surface GO 2 8QF-00046 Laptop,Microsoft,11th Gen Core i5,8,256,Windows,12.4,4
Dell Inspiron 7420 2-in-1 Touch Laptop,Dell,12th Gen Core i3,8,512,Windows,14,6
Lenovo V14  82KAA01SIH Laptop,Lenovo,11th Gen Core i3,4,256,Windows,15,2
HP Victus 16-e1062AX Gaming Laptop,HP,AMD Ryzen 5 6600H,8,512,Windows,16.1,6
HP Victus 16-e1060AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,512,Windows,16.1,8
HP Victus 16-e0305ax Gaming Laptop,HP,AMD Ryzen 7 5800H,8,512,Windows,16.1,8
Microsoft Surface GO 2 8QC-00021 Laptop,Microsoft,11th Gen Core i5,8,128,Windows,12.4,4
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i3,8,256,Windows,14,2
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i5,8,512,Windows,14,4
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i3,8,512,Windows,14,2
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i3,8,256,Windows,15.6,2
Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop,Acer,11th Gen Core i5,8,256,Windows,15.6,6
Acer TravelMate TMP214-53 Business Laptop,Acer,11th Gen Core i5,16,512,Windows,14,4
Lenovo Legion 5 82JK00BEIN Laptop,Lenovo,11th Gen Core i7,16,512,Windows,15.6,8
Lenovo IdeaPad Slim 3 81X800LGIN Laptop,Lenovo,11th Gen Core i3,8,512,Windows,15.6,0
Acer Aspire 3 A315-59 Laptop,Acer,12th Gen Core i5,8,512,Windows,15.6,10
Dell Inspiron 3525 Laptop,Dell,AMD Ryzen7 5825U,8,512,Windows,15.6,8
Asus TUF Gaming F17 FX777ZE-HX052WS Laptop,Asus,12th Gen Core i7,16,1000,Windows,17.3,14
Acer Nitro 5 AN515-45 NH.QBCSI.00F Gaming Laptop,Acer,AMD Ryzen 5 5600H,16,512,Windows,15.6,6
Dell Inspiron 7420 Laptop,Dell,12th Gen Core i5,8,512,Windows,14,10
Asus Vivobook S15 OLED S3502ZA-L702WS Laptop,Asus,12th Gen Core i7,16,512,Windows,15.6,14
Lenovo Thinkpad E14 Gen 2 20TAS14C00 Laptop,Lenovo,11th Gen Core i3,8,512,DOS,14,2
Asus ZenBook S13 UM5302TA-LX701WS Laptop,Asus,AMD Ryzen 7 6800U,16,1000,Windows,13.3,8
Asus ZenBook S13 UM5302TA-LX501WS Laptop,Asus,AMD Ryzen 5 6600U,16,512,Windows,13.3,6
Asus TUF Dash F15 2022 FX517ZE-HN036WS Gaming Laptop,Asus,12th Gen Core i7,16,512,Windows,15.6,10
Lenovo IdeaPad Gaming 3 81Y401BHIN Gaming Laptop,Lenovo,10th Gen Core i7,8,512,Windows,15.6,6
Lenovo ThinkBook 15 21A4A09SIH Laptop,Lenovo,AMD Ryzen 3 5300U,8,256,Windows,15.6,4
Asus VivoBook 14 2022 X1402ZA-EB512WS Laptop,Asus,12th Gen Core i5,16,512,Windows,14,12
Asus VivoBook 14 2022 X1402ZA-EB311WS Laptop,Asus,12th Gen Core i3,8,512,Windows,14,10
Asus ROG Flow Z13 2022 GZ301ZE-LC193WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,Windows,13.4,14
Asus ROG Flow Z13 2022 GZ301ZE-LD064WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,Windows,13.4,14
Asus ROG Flow Z13 2022 GZ301ZC-LD123WS Gaming Laptop,Asus,12th Gen Core i7,16,512,Windows,13.4,14
Asus ROG Flow Z13 2022 GZ301ZA-LD049WS Gaming Laptop,Asus,12th Gen Core i5,16,512,Windows,13.4,12
Asus TUF Dash F15 2022 FX517ZR-HQ030WS Gaming Laptop,Asus,12th Gen Core i7,16,1000,Windows,15.6,10
Asus ROG Flow Z13 2022 GZ301ZE-LC192WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,Windows,13.4,14
Asus TUF Dash F15 2022 FX517ZC-HN107WS Gaming Laptop,Asus,12th Gen Core i7,16,512,Windows,15.6,10
Acer Aspire 5 A515-56 UN.A1ESI.022,Acer,11th Gen Core i5,8,512,Windows,15.6,4
MSI GS76 Stealth 11UE-631IN 9S7-17M111-631 Gaming Laptop,MSI,11th Gen Core i7,16,1000,Windows,15.6,8
Infinix INBook X1 Slim XL21 Laptop,Infinix,10th Gen Core i5,8,512,Windows,14,4
Acer Predator Helios 300 PH315-55 NH.QGPS.003 Gaming Laptop,Acer,12th Gen Core i7,16,1000,Windows,15.6,14
Lenovo ThinkBook 15 21A4A09UIH Laptop,Lenovo,AMD Ryzen 5 5500U,8,512,Windows,15.6,6
Lenovo ThinkPad E14 20TAS16F00 Laptop,Lenovo,11th Gen Core i3,4,256,DOS,14,2
Lenovo Legion 5 15IMH6 82NL00APIN Gaming Laptop,Lenovo,10th Gen Core i5,8,512,Windows,15.6,6
Asus ROG Strix G15 Advantage Edition G513QY-HQ032WS Gaming Laptop,Asus,Ryzen 9 5900HX,16,1000,Windows,15.6,8
Asus TUF Gaming F15 FX507ZM-HF068WS Laptop,Asus,12th Gen Core i7,16,1000,Windows,15.6,14
Infinix INBook X1 Slim Series XL21 Laptop,Infinix,10th Gen Core i3,8,256,Windows,14,2
Infinix INBook X1 Slim Series XL21 Laptop,Infinix,10th Gen Core i7,16,512,Windows,14,4
Asus ZenBook Pro Duo 15 OLED 2021 UX582HM-H701WS Laptop,Asus,11th Gen Core i7,16,1000,Windows,15.6,8
Dell XPS 15 9520 Laptop,Dell,12th Gen Core i7 ,32,1000,Windows,15.6,14
Dell Vostro 3515 Laptop,Dell,Athlon 3050U,8,256,Windows,15.6,2
Lenovo ThinkBook 15 20VEA0YQIH Laptop,Lenovo,11th Gen Core i3,8,256,Windows,15.6,2
HP Omen 16-B1371TX Gaming Laptop,HP,12th Gen Core i7,16,1000,Windows,16.1,14
Asus VivoBook 15 X512DA-BQ303WS Laptop,Asus,Ryzen 3 3250U,8,256,Windows,15.6,2
Dell Vostro 3515 Laptop,Dell,Ryzen 3 3250U,8,256,Windows,15.6,2
Asus Strix G15 G513RM-HF274WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,Windows,15.6,8
HP Omen 16-b1350TX Laptop,HP,12th Gen Core i7,16,1000,Windows,16.1,14
Asus TUF Gaming A17 FA777RC-HX027WS Laptop,Asus,Ryzen 7 6800H,16,512,Windows,17.3,8
Lenovo ThinkBook 14 G2 20VDA0QMIH Laptop,Lenovo,11th Gen Core i3,8,512,DOS,14,2
Asus Vivobook 15 Touch X515EA-EZ311WS Laptop,Asus,11th Gen Core i3,8,512,Windows,15.6,2
Asus Vivobook 15 Touch X515EA-EZ501WS Laptop,Asus,11th Gen Core i5,8,512,Windows,15.6,4
Asus TUF Gaming F17 FX777ZC-HX069W Gaming Laptop,Asus,12th Gen Core i5,16,512,Windows,17.3,12
Lenovo ThinkBook 15 21A4A09RIH Laptop,Lenovo,AMD Ryzen 5 5500U,16,512,Windows,15.6,6
Asus TUF A17 FA766IC-HX005W Gaming Laptop,Asus,Ryzen 7 4800H,16,512,Windows,17.3,8
MSI Thin GF63 11UC-850IN Gaming Laptop,MSI,11th Gen Core i7,8,512,Windows,15.6,8
MSI Sword 15 A12UC-467IN Gaming Laptop,MSI,12th Gen Core i5,16,1000,Windows,15.6,12
MSI Thin GF63 11UC-851IN Gaming Laptop,MSI,11th Gen Core i5,8,512,Windows,15.6,6
Apple MacBook Pro 2022 Laptop,Apple,Apple M2,8,256,Mac,13.3,8
HP Pavilion 15s-fy5001TU Laptop,HP,12th Gen Core i5,8,512,Windows,15.6,12
Lenovo IdeaPad Gaming 3 15IHU6 82K101A3IN Laptop,Lenovo,11th Gen Core i5,16,512,Windows,15.6,4
HP Victus 16-d0354TX Laptop,HP,11th Gen Core i5,8,512,Windows,16.1,6
Asus TUF Gaming A15 FA506IC-HN100W Laptop,Asus,Ryzen 7 4800H,8,1000,Windows,15.6,8
Lenovo ThinkBook 15 20VEA0YPIH Laptop,Lenovo,11th Gen Core i3,8,512,Windows,15.6,2
Asus TUF Gaming F15 FX577ZE-HN072WS Laptop,Asus,12th Gen Core i7,16,1000,Windows,15.6,0
HP Victus 16-d0361TX Laptop,HP,11th Gen Core i7,16,512,Windows,16.1,8
Dell Inspiron 7425 Laptop,Dell,AMD Ryzen 5 5625U,8,512,Windows,14,6
Acer Predator Helios 300 NH.QC2SI.00B Laptop,Acer,11th Gen Core i9,16,1000,Windows,15.6,8
Dell Inspiron 7425 Laptop,Dell,AMD Ryzen 7 5825U,16,512,Windows,14,8
Asus ROG Strix G17 G713RM-LL167WS Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,1000,Windows,17.3,8
Samsung Galaxy Book2 15 Laptop,Samsung,12th Gen Core i5,8,256,Windows,15.6,10
HP Pavilion 14-dv2016TU Laptop,HP,12th Gen Core i5,16,512,Windows,14,10
HP Envy x360 13-ay1059AU Laptop,HP,Ryzen 5 5600U,8,512,Windows,13.3,6
HP Pavilion Gaming 15-DK1520TX Laptop,HP,10th Gen Core i5,8,512,Windows,15.6,4
Lenovo IdeaPad Gaming 3 82K10199IN Laptop,Lenovo,11th Gen Core i5,8,512,Windows,15.6,4
HP Pavilion 14-dv2019TU Laptop,HP,12th Gen Core i5,8,512,Windows,14,10
Asus VivoBook 15 M515DA-BQ332WS Laptop,Asus,Ryzen 3 3250U,8,512,Windows,15.6,2
Dell Inspiron 15 3511 Laptop,Dell,11th Gen Core i5,8,512,Windows,15.6,4
Samsung Galaxy Book2 15 Laptop,Samsung,12th Gen Core i5,16,512,Windows,15.6,10
Asus Strix G15 G513RM-HF272WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,Windows,15.6,8
Asus X515EA-BQ522WS Laptop,Asus,11th Gen Core i5,8,512,Windows,15.6,4
Dell G15-5520 D560737WIN9B Laptop,Dell,12th Gen Core i7,16,512,Windows,15.6,14
Lenovo IdeaPad Gaming 3 81Y401ARIN Gaming Laptop,Lenovo,10th Gen Core i5,8,512,Windows,15.6,4
Lenovo IdeaPad Flex 5 82HU00PPIN Laptop,Lenovo,Ryzen 5 5500U,8,512,Windows,14,6
Dell Inspiron G15 D560826WIN9G Laptop,Dell,11th Gen Core i5,16,512,Windows,15.6,6
Dell Vostro 3405 Laptop,Dell,Ryzen 3-3250U,8,512,Windows,14,2
Dell Inspiron 5518 Laptop,Dell,11th Gen Core i5,8,512,Windows,15.6,4
Lenovo IdeaPad 5 Pro 14ITL6 82L300CAIN Laptop,Lenovo,11th Gen Core i7,16,512,Windows,14,4
Dell Inspiron G15 D560827WIN9G Laptop,Dell,11th Gen Core i5,8,512,Windows,15.6,6
Asus Vivobook S15 OLED K3502ZA-L701WS Laptop,Asus,12th Gen Core i7,16,512,Windows,15.6,14
Lenovo IdeaPad 3 15IML05 81WB01EBIN Laptop,Lenovo,10th Gen Core i3,8,512,Windows,15.6,2
Acer Aspire 3 A314-35 UN.K0SSI.011 Laptop,Acer,Celeron N4500,4,256,Windows,14,2
Lenovo IdeaPad 3 15IGL05 81WQ00MQIN Laptop,Lenovo,Celeron N4020,8,256,Windows,15.6,2
Lenovo IdeaPad 3 15ITL05 81X800K9IN Laptop,Lenovo,11th Gen Core i5,8,512,Windows,15.6,4
Lenovo IdeaPad 3 15ITL6 82H802L0IN Laptop,Lenovo,11th Gen Core i3,8,512,Windows,15.6,2
Dell Inspiron 5310 Laptop,Dell,11th Gen Core i5,16,512,Windows,13.3,4
Asus Vivobook S14 OLED S3402ZA-KM701WS Laptop,Asus,12th Gen Core i7,16,512,Windows,14,14
Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN711WS Laptop,Asus,12th Gen Core i7,16,1000,Windows,14,14
Asus Vivobook 14 OLED UX3402ZA-KM531WS Laptop,Asus,12th Gen Core i5,16,512,Windows,14,12
Lenovo IdeaPad Slim 3 81X800J1IN Laptop,Lenovo,11th Gen Core i5,8,512,Windows,15.6,4
Asus Zenbook Space Edition UX5401ZAS-KN521WS Laptop,Asus,12th Gen Core i5,16,512,Windows,14,12
Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS Laptop,Asus,12th Gen Core i9,32,1000,Windows,14,14
Lenovo ThinkBook 14 20VDA0TLIH Laptop,Lenovo,11th Gen Core i5,16,512,Windows,14,4
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i5,8,0,Windows,15.6,4
Asus TUF Gaming A15 FA506IC-HN075W Laptop,Asus,Ryzen 7 4800H,16,512,Windows,15.6,8
Acer Extensa EX215-31 Laptop,Acer,Intel Pentium N5030,4,256,Windows,15.6,4
Fujitsu CH 4ZR1H03553 Laptop,Fujitsu,11th Gen Core i5,16,512,Windows,13.3,4
Lenovo V15 82KB0003GE Laptop,Lenovo,11th Gen Core i3,8,256,Windows,,0
Lenovo Thinkpad P15v 21AAS0R100 Laptop,Lenovo,11th Gen Core i7,16,1000,Windows,15.6,8
Asus VivoBook 15 X515JA-BQ521WS Laptop,Asus,10th Gen Core i5,8,512,Windows,15.6,4
Fujitsu UH-X 4ZR1F38027 Laptop,Fujitsu,11th Gen Core i7,16,1000,Windows,13.3,4
Lenovo IdeaPad Slim 3 81WE01QLIN Laptop,Lenovo,10th Gen Core i3,8,512,Windows,14,2
Asus K413EA-EB522WS Laptop,Asus,11th Gen Core i5,16,512,Windows,14,4
HP Victus 16-e0361ax Gaming Laptop,HP,Ryzen 7 5800H,16,512,Windows,16.1,8
Asus Vivobook Pro 14 OLED 2021 M3401QC-KM045WS Laptop,Asus,Ryzen 7-5800H,16,512,Windows,14,8
HP Pavilion 14-EC1019AU Laptop,HP,Ryzen 5 5625U,16,512,Windows,14,6
Asus TUF A15 OLED FA507RM-HF030WS Laptop,Asus,Ryzen 7 6800H,16,1000,Windows,15.6,8
Asus VivoBook 14 X415JA-EB501WS Laptop,Asus,10th Gen Core i5,8,0,Windows,14,4
Asus VivoBook 14 2021 X415MA-BV011W Laptop,Asus,Celeron N4020,4,256,Windows,14,0
HP Pavilion 14-EC1008AU Laptop,HP,Ryzen 7 5825U,16,512,Windows,14,8
HP 15s-du3519TX Laptop,HP,11th Gen Core i5,8,512,Windows,15.6,4
Asus Strix G15 G513RM-HQ273WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,Windows,15.6,8
Asus BR1100CKA-GJ0722W Notebook,Asus,Celeron N4500,4,128,Windows,11.6,2
Fujitsu UH-X 4ZR1F38024 Laptop,Fujitsu,11th Gen Core i7,16,512,Windows,13.3,4
Asus BR1100CKA-GJ0722W Laptop,Asus,Celeron N4500,4,128,Windows,11.6,2
Lenovo Yoga 6 13ALC6 82ND00DPIN Laptop,Lenovo,Ryzen 7 5700U,16,1000,Windows,13.3,8
Asus BR1100FKA-BP1104W Laptop,Asus,Celeron N4500,4,128,Windows,11.6,2
Asus ROG Strix Scar 17 G733ZW-LL139WS Gaming Laptop,Asus,12th Gen Core i9,32,1000,Windows,17.3,14
